id	filename	md5	size	state
864e03f0-3613-485f-887d-c8c41bf5b10c	c3edd56c-d5a9-42c2-9c5b-7fd20906afca.rna_seq.augmented_star_gene_counts.tsv	1cea1ce958d1a6909a0162a7acebccca	4219025	released
528df3f4-696a-48b7-901b-5ff450350ce7	3b27e3c8-ad49-4f2b-9cbe-49e4395a0191.rna_seq.augmented_star_gene_counts.tsv	31245058c85202cc9cfdd315e5f059ae	4207316	released
a8575132-8d71-40e4-9a67-8fe827383cef	8f84004b-9231-445a-aeea-d96ec2aa32bd.rna_seq.augmented_star_gene_counts.tsv	baad420ec7858a1bdad96439b57fa5d7	4220783	released
700fa583-42f2-4a40-b3ad-5eb3337d9a50	ce38afae-56d7-48aa-a40c-613297b97f0a.rna_seq.augmented_star_gene_counts.tsv	e3b0be4a3b50285c37e8a8fb68a6c44c	4221580	released
64c53d70-dc5d-4bd9-a18b-d91fb0212793	28fe3526-0ee8-457b-9e63-12e58ecaa9ff.rna_seq.augmented_star_gene_counts.tsv	073d2ba338a1e40619d1248c422848c9	4227997	released
88013346-cc9c-466f-a3f3-c8126c968470	4fbbda7e-02b1-40de-8d3b-25a0d1e38a2d.rna_seq.augmented_star_gene_counts.tsv	ce5413dd71bb91b934987165b7c03fac	4227460	released
1f3e31dc-4810-4f56-b8a6-a1ae592ce3c0	247e5c1a-0b8d-4dcc-a376-9b624c260d18.rna_seq.augmented_star_gene_counts.tsv	795e6ca8454edd1b52371e0b5d9619cc	4234895	released
5eab8ed5-211f-4a8f-ac53-0a67565beccd	d108c7b8-90a9-44f5-bd00-b0718a93c73b.rna_seq.augmented_star_gene_counts.tsv	7cb0f9a3e392849bf5e4846653992a90	4218205	released
633f4c23-7f3e-4721-b76f-5e5e431a1f1b	b752563f-e0d1-4cd7-8b69-cde322c96b42.rna_seq.augmented_star_gene_counts.tsv	8627debf03c2d86a98f2770d326183f2	4214149	released
47178918-66b9-41ea-aaf1-f29abdb5deee	fc54bc0a-970c-481b-8a8f-c022cc6ae4f6.rna_seq.augmented_star_gene_counts.tsv	03a0532a38d00728d019e3788136b424	4219498	released
